Column_0
-160758
-137774
-122310
-125053
-133005
-160921
-137791
-121486
-124777
-132634
-159761
-137830
-123025
-125283
-132494
-160477
-138536
-122055
-124460
-132302
-160124
-137735
-122629
-125027
-132090
-159924
-139231
-123218
-124886
-131937
-161172
-139079
-120669
-124184
-131740
-161217
-138346
-120521
-124547
-131513
-161258
-140128
-121834
-124763
-131097
-159583
-141316
-123391
-124874
-131316
-160984
-140884
-122452
-124687
-130926
-159357
-136061
-118839
-124010
-130487
-157481
-136768
-119447
-123221
-130145
-158082
-136249
-118214
-123602
-130274
-159795
-142841
-123024
-124556
-130356
-159688
-141861
-123087
-124762
-130225
-159946
-143424
-125412
-125539
-130267
-159707
-141739
-123325
-125173
-129851
-155401
-129629
-101708
-110736
-123110
-134716
-118128
-111042
-122049
-129382
-158647
-142138
-120862
-123447
-129314
-158888
-140661
-119600
-123585
-129277
-158681
-142694
-121251
-123903
-129032
-157082
-139013
-119659
-123822
-128852
-157866
-141154
-119790
-123258
-128646
-156769
-140237
-119258
-123059
-128346
-156199
-139992
-117361
-121771
-128154
-155754
-137635
-114499
-120917
-127612
-151867
-134061
-110350
-118572
-127538
-151906
-132279
-110412
-118894
-127131
-151982
-132092
-108412
-118495
-127150
-151889
-135591
-114458
-120702
-127406
-154092
-139149
-117616
-122300
-127487
-155732
-144755
-120933
-122924
-127653
-155994
-145155
-121727
-123312
-127656
-155850
-143937
-122444
-124138
-127608
-155788
-144169
-121946
-124762
-127554
-156169
-144025
-119176
-123451
-127354
-156272
-146774
-122239
-122993
-127266
-155109
-145075
-121838
-123561
-127018
-155667
-146286
-121176
-123364
-127156
-155093
-146614
-121420
-123267
-127286
-154504
-146284
-121657
-123291
-126974
-155173
-146894
-121447
-122869
-126852
-154406
-146786
-120830
-122045
-126317
-154080
-146919
-120217
-123105
-126379
-153130
-144999
-118132
-120784
-126137
-153944
-147487
-121933
-123157
-126674
-153986
-148224
-122559
-123413
-126594
-154151
-150187
-122696
-122978
-126546
-154474
-150540
-125697
-125361
-126648
-154851
-152409
-123814
-121515
-125026
-138579
-118116
-90696
-104463
-123229
-149662
-145961
-122748
-122956
-126026
-151744
-148681
-121710
-123103
-126049
-152876
-151254
-123974
-123437
-126146
-152674
-151289
-124068
-123355
-125845
-150915
-149342
-123699
-122876
-125922
-151247
-149182
-121832
-122218
-125613
-149861
-146316
-119887
-121586
-125089
-150187
-147414
-117929
-119509
-125192
-147783
-143668
-116911
-118351
-124818
-146629
-141159
-112315
-115560
-124374
-145300
-140749
-113491
-114941
-124144
-146002
-141625
-113897
-116409
-124417
-147415
-147288
-118362
-120105
-125256
-149263
-153331
-124477
-121632
-125212
-148731
-152500
-126229
-124178
-125477
-149564
-155916
-126922
-123554
-125472
-149909
-155319
-126796
-125022
-125692
-148934
-155434
-127078
-123406
-125450
-149825
-159017
-127960
-124956
-125369
-149064
-156933
-126999
-123747
-125539
-148389
-156844
-127876
-122986
-125366
-147461
-156022
-128012
-124312
-125540
-147782
-157664
-128479
-122328
-125079
-148079
-159377
-128571
-124449
-125431
-147176
-158514
-129609
-124091
-125374
-147052
-158179
-127377
-122794
-125307
-146117
-155462
-127782
-123967
-125152
-145012
-153150
-125984
-122182
-125008
-144671
-154461
-126807
-122347
-125165
-145961
-158365
-130048
-124308
-125457
-145857
-159010
-128070
-124056
-125881
-145776
-160609
-131781
-124335
-125538
-145784
-162237
-132180
-126270
-125817
-143542
-148203
-107533
-103736
-119305
-134972
-137160
-116876
-117347
-124547
-144121
-160167
-130871
-123467
-125302
-144254
-160459
-131615
-124657
-125501
-144022
-160740
-130692
-123410
-125433
-143306
-157987
-127577
-122881
-125545
-143053
-159624
-129869
-122394
-125136
-142764
-157935
-129525
-123102
-125089
-141954
-157099
-126654
-119921
-124712
-141281
-155708
-125034
-118667
-124363
-140769
-154474
-123209
-116866
-123712
-139238
-150109
-119925
-114772
-123506
-138864
-150155
-119774
-114614
-123300
-139001
-152657
-123857
-117491
-123957
-139724
-157209
-129714
-121952
-125027
-140405
-161006
-131211
-121391
-124738
-140648
-163033
-134117
-124285
-125408
-139810
-159944
-132873
-125199
-125653
-139827
-161949
-134407
-123570
-124939
-139682
-162395
-133194
-123234
-125357
-139362
-161149
-134775
-124175
-125339
-139131
-162159
-134403
-123702
-125558
-138867
-161018
-132207
-122970
-125681
-138557
-162524
-135279
-123776
-125666
-138278
-162208
-137080
-124731
-125687
-138369
-163631
-137059
-124223
-125281
-137844
-161614
-134708
-123099
-125170
-137882
-163932
-136635
-123979
-125108
-136983
-160474
-134987
-122827
-125032
-136753
-159886
-130744
-118806
-124289
-136424
-160009
-132887
-121332
-124686
-136574
-162497
-136876
-123727
-125237
-136476
-163242
-138297
-125508
-125509
-136341
-163211
-136583
-122447
-125499
-136156
-164719
-139829
-126275
-126044
-135127
-155900
-122132
-101413
-114787
-128748
-138666
-118902
-115972
-124431
-135027
-163107
-138627
-124019
-125043
-134573
-160454
-139065
-124812
-125567
-134854
-162883
-138681
-123952
-125202
-134251
-161048
-137751
-123257
-125019
-134238
-161515
-135117
-122611
-125356
-133976
-161194
-135649
-121966
-124844
-133699
-160063
-136375
-121001
-124497
-133092
-158236
-132786
-118799
-124155
-132622
-156356
-131074
-115864
-122520
-131860
-153096
-128122
-114312
-121527
-131761
-154810
-128526
-115047
-122121
-131476
-155861
-131694
-116126
-123118
-131950
-159292
-136661
-121596
-124730
-131988
-159972
-139391
-122547
-124713
-132155
-161904
-139864
-123407
-125539
-131909
-162719
-142789
-124903
-125082
-131531
-161249
-141530
-125092
-124957
-131324
-162682
-142677
-123913
-124786
-131057
-163038
-143046
-124137
-125085
-130947
-162251
-143289
-124865
-125269
-130773
-161492
-142496
-124146
-125161
-130601
-163221
-143925
-124604
-125398
-130337
-163074
-144634
-125051
-125453
-130266
-162352
-145241
-124706
-124839
-130205
-161667
-144899
-125756
-125091
-130071
-162447
-145638
-123986
-124804
-129857
-160572
-143932
-125496
-125360
-129786
-160324
-143664
-123838
-124998
-129346
-158472
-141344
-120601
-124415
-129359
-158092
-140826
-122984
-125424
-129695
-160884
-145689
-125575
-125866
-129535
-161126
-146316
-124424
-125385
-129414
-161784
-148517
-126189
-125621
-129249
-161617
-149837
-127251
-125867
-128151
-149397
-122005
-93751
-108407
-125044
-149575
-134789
-117950
-123905
-128717
-159607
-145638
-122416
-125381
-128727
-159817
-148156
-125362
-125771
-128546
-159731
-147932
-126954
-125546
-128412
-158490
-147557
-124290
-125077
-128222
-157699
-146106
-124539
-124316
-127907
-157193
-145669
-123457
-124715
-127963
-155687
-143405
-121718
-123494
-127414
-154793
-142024
-118299
-122129
-127150
-152472
-137804
-115389
-120029
-126776
-151074
-137190
-113053
-119346
-126532
-149824
-135849
-112649
-118047
-126344
-152086
-139632
-116281
-120776
-126767
-153506
-142607
-122043
-124921
-127021
-155993
-147287
-123564
-124891
-127246
-156289
-149440
-123792
-123710
-126896
-156266
-149818
-124842
-124479
-126917
-155230
-149496
-124846
-124251
-126775
-155592
-149677
-124819
-124447
-126870
-156268
-151304
-124000
-124287
-126877
-155004
-150131
-124811
-123896
-126879
-155229
-150955
-125162
-123784
-126489
-154554
-152557
-125927
